time,avg_u,avg_c
0.10700000000000001,0.3674787050679239,0.36788229263156824
0.108,0.3660324740567271,0.36646229415608444
0.109,0.36643364663631445,0.36687688832084964
0.11,0.3583702054173822,0.35881076512520915
0.111,0.3628375863081093,0.36329186315340994
0.112,0.3694207830992886,0.3698903485152216
0.113,0.37357246634070307,0.37408121056928556
0.114,0.3722344891119307,0.37267325072801716
0.115,0.3683973902015692,0.3687876254213348
0.116,0.3718653244124085,0.37225403099495097
0.117,0.3782170649255704,0.3786516008713906
0.11800000000000001,0.3675899065885198,0.36805166130728884
0.11900000000000001,0.3662618977917326,0.3667204368128635
0.12000000000000001,0.3718745210654163,0.37242322625103524
0.12100000000000001,0.37430826488997926,0.37479920538306655
0.12200000000000001,0.3793642545754802,0.3798561553379466
0.12300000000000001,0.37999997981597317,0.38053341775551924
0.124,0.3753050869108219,0.37584868785601516
0.125,0.3732945018659916,0.3738718512227508
0.126,0.36953342311737297,0.3701642091487025
0.127,0.37135723358067463,0.371937804412917
0.128,0.37614059203269323,0.376780783985255
0.129,0.3774519185268041,0.378059424903857
0.13,0.36772243575649227,0.3683109195328285
0.131,0.3621533246553387,0.36271674146857835
0.132,0.3619392991706813,0.3624806258594182
0.133,0.3543919179095576,0.3549188895215315
0.134,0.3609174766093642,0.3615395085626148
0.135,0.356454544638382,0.35702660401908387
0.136,0.35586386963667316,0.3564483989289397
0.137,0.34206943259245415,0.34261286103052757
0.138,0.3516255892266448,0.35225711095823864
0.139,0.35831510672592565,0.3589108066378749
0.14,0.3634853900678323,0.3640521480168475
0.14100000000000001,0.3649113669309322,0.3654955575287211
0.14200000000000002,0.3642855729229999,0.3648744676333022
0.14300000000000002,0.3659785100816784,0.3665466042906628
0.14400000000000002,0.3630309097399701,0.3635619955158015
0.14500000000000002,0.3640787190364877,0.3645200158933757
0.14600000000000002,0.36453534125170306,0.36504234731612917
0.14700000000000002,0.36454011321036245,0.36505672503373016
0.14800000000000002,0.3595129555714093,0.3600405268533503
0.149,0.3605500336985311,0.3610516835808612
0.15,0.35931118295679,0.35980420551797837
0.151,0.35971319606551,0.3602243358014022
0.152,0.355783717211011,0.35627937948538935
0.153,0.3607029813548942,0.36122677369418577
0.154,0.3665197667166321,0.36699164996286127
0.155,0.36736486245713584,0.36781225887631763
0.156,0.36156610372455317,0.36194364767373277
0.157,0.3610764292607931,0.36146079027308303
0.158,0.35798667512619553,0.3583306709315986
0.159,0.3486660413536836,0.3490427578816838
0.16,0.34132598710844264,0.3417001513909968
0.161,0.34195375108196535,0.3422863357432024
0.162,0.3460160668533078,0.34636501164832073
0.163,0.34180543441598416,0.3421580045707634
0.164,0.3391142893997188,0.3394607750823396
0.165,0.34300891677403206,0.3433062436754649
0.166,0.33945942281827096,0.3397364062999461
0.167,0.33535405618467157,0.3356359751380248
0.168,0.3375708445263838,0.3379008646084255
0.169,0.3384457039654935,0.33874799148726276
0.17,0.33533260220302374,0.3356706959645115
0.171,0.3348465763747569,0.33526478583658126
0.17200000000000001,0.34804088886951434,0.34844538815802995
0.17300000000000001,0.34616324358823336,0.3465244607107999
0.17400000000000002,0.34948739176966537,0.3498444250689406
0.17500000000000002,0.3510473252918126,0.3513806740860831
0.17600000000000002,0.34795957484287304,0.3482784113406743
0.17700000000000002,0.35247612644250503,0.35277598382885983
0.17800000000000002,0.354853619400345,0.35505442878576965
0.17900000000000002,0.35686580445880733,0.3570841355768543
0.18000000000000002,0.35368778825869296,0.3538967692989658
0.18100000000000002,0.35291821030575476,0.35316470902755476
0.182,0.35920203343260054,0.3594605482548705
0.183,0.36215908007175235,0.36240448109459095
0.184,0.35765303626349654,0.3579009439418312
0.185,0.35833201267315035,0.3586050665818358
0.186,0.3625339934917686,0.36282954650539245
0.187,0.36582970165372153,0.3661817167287858
0.188,0.3656830512862496,0.36602066251301707
0.189,0.36471862270508093,0.36513992260509215
0.19,0.35809776582032193,0.3584870441999245
0.191,0.3634342193564237,0.36381937651397656
0.192,0.3619078934166648,0.3623069543699925
0.193,0.36313309164344937,0.3635283501702321
0.194,0.3697660459378918,0.3703883385201388
0.195,0.36562759192422456,0.3662041806352677
0.196,0.37361204054075897,0.3741466608795479
0.197,0.3792662279095203,0.37988718056761855
0.198,0.3820484465762266,0.3828009148055632
0.199,0.3837757010237164,0.3845505270574821
0.2,0.38489738165759513,0.38575816099173343
0.201,0.38243101721030726,0.3832946879900846
0.202,0.38174119561550557,0.3826250398631759
0.203,0.3844853138025654,0.385573482809834
0.20400000000000001,0.3849153367411813,0.3861054106317949
0.20500000000000002,0.3847883063407008,0.385931716035402
0.20600000000000002,0.38410753195089853,0.3851669955418583
0.20700000000000002,0.38280522967730385,0.38372551159072743
0.20800000000000002,0.3873974183043135,0.38837844447377284
0.20900000000000002,0.39201742747506524,0.3932686115710422
0.21000000000000002,0.39470879926136615,0.39597957132332867
0.21100000000000002,0.390982445851653,0.39223473852324775
0.21200000000000002,0.3872601893545216,0.3883172682514204
0.21300000000000002,0.3831548930837072,0.38421234638836294
0.21400000000000002,0.38371031944612083,0.384722819082436
0.215,0.3873532763241476,0.3884417087829066
0.216,0.3841033921156556,0.38508652557119216
0.217,0.3880649292743496,0.3890077637539421
0.218,0.388303075311804,0.3892573126231434
0.219,0.3924715646842416,0.3934399971546648
0.22,0.3940687927225598,0.3950235551036595
0.221,0.3942530996974655,0.39528885836095057
0.222,0.39495685931061225,0.3959389073640223
0.223,0.39202903542478595,0.392981910733938
0.224,0.3937966196290156,0.39483336750795284
0.225,0.3946576207352187,0.3955593018278505
0.226,0.3975748088765924,0.39852244408165866
0.227,0.3939244138730036,0.3950287249085474
0.228,0.39053257259520013,0.39161568469415986
0.229,0.3923203259002978,0.39329966834111557
0.23,0.39568040806018046,0.3968281813206348
0.231,0.3940128797309545,0.39513954951172564
0.232,0.3909872437906272,0.39200140996827687
0.233,0.39254705682686003,0.39354262383312383
0.234,0.3905539412164013,0.3915648948601945
0.23500000000000001,0.385620231614377,0.38650934306546064
0.23600000000000002,0.38415285935538473,0.3849553591598396
0.23700000000000002,0.38415789439964587,0.38523973197024974
0.23800000000000002,0.38595080035524043,0.38684011964486376
0.23900000000000002,0.38638382166980023,0.3872304845849963
0.24000000000000002,0.3864612263880537,0.387426883202007
0.24100000000000002,0.38503364837365456,0.3859700441652706
0.24200000000000002,0.3822197921630353,0.3831811339747519
0.24300000000000002,0.3852892955907516,0.38624828278858864
0.24400000000000002,0.3852028040121439,0.3859877316796218
0.24500000000000002,0.38848428745234287,0.38933883279029796
0.24600000000000002,0.3906320148561682,0.39150678600762256
0.24700000000000003,0.3848745608596226,0.38561523325560193
0.248,0.3807928475292839,0.3815007899752294
0.249,0.3817168805212674,0.3823412072679805
0.25,0.37929982538522117,0.37995026278764865
0.251,0.38066258464329256,0.3812684052053189
0.252,0.3763886024219596,0.37691721985712906
0.253,0.3728537021526968,0.37329708241035264
0.254,0.3716305773176304,0.37201431724434453
0.255,0.3718908409388466,0.3722456929609824
0.256,0.3741617831571424,0.37453339942102404
0.257,0.3742694943186382,0.37458541191419537
0.258,0.3751324600650624,0.3754715630497196
0.259,0.37204006610212065,0.37237822514939767
0.26,0.37188606764080284,0.3722258722130618
0.261,0.3696463586097494,0.3700009508574657
0.262,0.36745411414660034,0.36780574548648604
0.263,0.3680560391755192,0.3684834659872861
0.264,0.3675940625988674,0.3679839839712122
0.265,0.3657701688512397,0.36607086247373
0.266,0.36825210750723264,0.3685561413039541
0.267,0.3686730425624408,0.36896934348474286
0.268,0.3675065874672849,0.36779494724991596
0.269,0.36761629056651685,0.36791969854036843
0.27,0.36690682778295075,0.36720470784910486
0.271,0.36609199113991303,0.36639471297389303
0.272,0.365192678515071,0.36545855771136554
0.273,0.36584616218313165,0.3661189252578759
0.274,0.36706673411766,0.3673589063081843
0.275,0.36899393016361526,0.36929623591995575
0.276,0.3709433840246016,0.3712904199132481
0.277,0.3688235022620418,0.3691383356870056
0.278,0.3641096013506623,0.3643679711965509
0.279,0.36421416545686625,0.3644715275407367
0.28,0.3656237915378388,0.3659194804875486
0.281,0.36546044548063306,0.3657375650685438
0.28200000000000003,0.3693105400610204,0.36965072668736476
0.28300000000000003,0.36969156613013154,0.3700275001555367
0.28400000000000003,0.36984735915041717,0.37020570690658616
0.28500000000000003,0.37206071244791633,0.37243403248328366
0.28600000000000003,0.372190298938056,0.3725794290750909
0.28700000000000003,0.3738579757514239,0.3742573954768482
0.28800000000000003,0.37478495081672997,0.37518246074306205
0.28900000000000003,0.3722942876289496,0.3726893367864462
0.29000000000000004,0.37381103978336755,0.3742181693066408
0.29100000000000004,0.376200162943461,0.37659601017893546
0.29200000000000004,0.3786529358273397,0.3790349952379397
0.29300000000000004,0.3802262375330069,0.38061106232496983
0.29400000000000004,0.38208401758787064,0.382457426236185
0.29500000000000004,0.3808572739630637,0.3812357138900749
0.29600000000000004,0.3818634362714573,0.3822577605545453
0.29700000000000004,0.3810220660839503,0.38143252188302934
0.298,0.3797578626078212,0.38018564923296905
0.299,0.37831154408493545,0.3787604723280705
0.3,0.37895560343062856,0.3793861043158786
0.301,0.38123217016640754,0.3816884987945568
0.302,0.3806102332923131,0.38104139171033957
0.303,0.3793723115026196,0.37980746564680806
0.304,0.38020484156955353,0.38062745763887545
0.305,0.3819179859459923,0.3823218042856904
0.306,0.3841707244018678,0.3845690127104887
0.307,0.3811593673167523,0.3815858872105221
0.308,0.3811281996451105,0.3815598709710103
0.309,0.38790720922064625,0.38827832679414076
0.31,0.3894140408933072,0.38977170780188114
0.311,0.3921577614775792,0.3924746382145571
0.312,0.3939162356694472,0.39422860799381565
0.313,0.39347524839420106,0.3937934361101505
0.314,0.3943492303067749,0.39470643825255725
0.315,0.39330170024785494,0.39362748951780935
0.316,0.3921848508125181,0.3926106616717869
0.317,0.3910148295873348,0.39149443375077697
0.318,0.3891217804316483,0.3896303739626529
0.319,0.38683040135397817,0.3873623105951419
0.32,0.3873070406978823,0.38781009090803464
0.321,0.387337467146963,0.38781548235417845
0.322,0.38964099290295573,0.39009503189284517
0.323,0.3908317040525306,0.39127394295402423
0.324,0.3922615980774034,0.392669869691151
0.325,0.3928913141242637,0.3933060281369335
0.326,0.39381589086433555,0.39426565298000205
0.327,0.3968816567492841,0.39726373383380514
0.328,0.3940748462728679,0.3945551895440703
0.329,0.3949114929594549,0.39534488396876927
0.33,0.393697376951479,0.39415347761548325
0.331,0.39475552312680395,0.3952441719282577
0.332,0.39333417047519803,0.39388274725716926
0.333,0.393069668610483,0.3935810227973644
0.334,0.3950982591162413,0.3955959649980646
0.335,0.3970175375371447,0.39741946601250244
0.336,0.39830277535050185,0.39869275117211855
0.337,0.3976226613046369,0.39802065979898715
0.338,0.3984558578157178,0.3988249419772799
0.339,0.39986817732834185,0.40018807785182453
0.34,0.39942071302604887,0.3997502080571813
0.341,0.40036188104096054,0.4006570299693351
0.342,0.3998446874693007,0.4001771301226533
0.343,0.39982704453428786,0.4001314397038594
0.34400000000000003,0.40015731973609425,0.4004318084641826
0.34500000000000003,0.399239010087462,0.399525241970968
0.34600000000000003,0.3996725213070507,0.39994469982806613
0.34700000000000003,0.40035520827606447,0.4007000850820911
0.34800000000000003,0.40114684882345814,0.4014918127936505
0.34900000000000003,0.40174111542243507,0.40210915517013096
0.35000000000000003,0.40147062547860973,0.4016750993481616
0.35100000000000003,0.40103900722772085,0.40117613118864465
0.35200000000000004,0.40132082184718226,0.4014249393075316
0.35300000000000004,0.40245926257540693,0.4025330873329982
0.35400000000000004,0.40184571770818855,0.4019160865401374
0.35500000000000004,0.4015615069316428,0.40163635498196537
0.35600000000000004,0.4017161569920443,0.4018018634797726
0.35700000000000004,0.40232888394443417,0.40243818613260907
0.35800000000000004,0.402177853587364,0.4023195473410152
0.35900000000000004,0.40188423257007344,0.402014290759217
0.36000000000000004,0.40221599434137667,0.4023630704333643
0.36100000000000004,0.4025890713263224,0.4027995179916581
0.36200000000000004,0.402731969811725,0.40293633148161573
0.36300000000000004,0.4035285195638526,0.40369088399060155
0.364,0.40304548994545464,0.4031999613275435
0.365,0.40320291498391986,0.40340386997793487
0.366,0.4026811627955616,0.40285609154341995
0.367,0.402804827913405,0.40303719800044624
0.368,0.40275408193179557,0.40295203680253094
0.369,0.4031841687610571,0.4033588873052816
0.37,0.4032640550028975,0.4034026530332687
0.371,0.4030772560369996,0.40317973203593216
0.372,0.4032864542034452,0.4034087984764422
0.373,0.40371352727809934,0.40396304825620166
0.374,0.4039008578710451,0.404184640585547
0.375,0.4026644593723635,0.4029259227425393
0.376,0.4023104325912352,0.40258841325917094
0.377,0.40263580425764056,0.4028393134129665
0.378,0.4027705793853856,0.40290643795275544
0.379,0.4029771975343831,0.4031905653534458
0.38,0.403781517148518,0.40394217724994863
0.381,0.40381248732322234,0.40397363832635225
0.382,0.4042755338443662,0.4044857965639911
0.383,0.4038914010959713,0.4040460254751134
0.384,0.4033433392684246,0.4036012881283482
0.385,0.4034936776491456,0.40372269759900997
0.386,0.40477197970238094,0.4051677857062332
0.387,0.4047938138654728,0.405202514223815
0.388,0.40506189771803164,0.4054897132378746
0.389,0.4053079524219882,0.4058594716764949
0.39,0.40491981532329246,0.4055521548659928
0.391,0.4047169164468933,0.40540830933716787
0.392,0.40494998597719134,0.4056411268634805
0.393,0.40545175095674646,0.40632157818071546
0.394,0.40570312500554123,0.4066704246600267
0.395,0.4047737621306994,0.40521237913722696
0.396,0.40592646720627534,0.40650589917336577
0.397,0.4067532075879089,0.40742916023509146
0.398,0.40568075721548286,0.40621429190590463
0.399,0.4050016235262407,0.4054523094734092
0.4,0.40482124274976544,0.4052902585976626
0.401,0.40495321736269074,0.4055468936979552
0.402,0.40513250870134715,0.40569809025714365
0.403,0.40517453112764734,0.40578120788969707
0.404,0.4048058278415965,0.4055236272872098
0.405,0.4042834018709702,0.40482406996630715
0.406,0.4042081137427947,0.4044738071200598
0.40700000000000003,0.4044807091545283,0.40478075710557293
0.40800000000000003,0.4042889645483715,0.4045348436764057
0.40900000000000003,0.40435797375121724,0.40461318425887927
0.41000000000000003,0.4039164378522866,0.4041091888696623
0.41100000000000003,0.4034863402337298,0.4036760882395688
0.41200000000000003,0.40337194175548036,0.4036003100680278
0.41300000000000003,0.4028318082758234,0.4030764324181023
0.41400000000000003,0.40267456845344435,0.40285837501056665
0.41500000000000004,0.40320105388089944,0.4034820495253243
0.41600000000000004,0.40265294632184057,0.4028948472972405
0.41700000000000004,0.4028136080091776,0.4030247170196283
0.41800000000000004,0.40211251131559733,0.40228762874097984
0.41900000000000004,0.40220670192991204,0.4023937918551933
0.42000000000000004,0.4016235692202231,0.40181260077997194
0.42100000000000004,0.4017768085037539,0.40202216369051574
0.42200000000000004,0.40168009443510855,0.4019494786939374
0.42300000000000004,0.40197860212553155,0.40217818095365476
0.42400000000000004,0.401822455879581,0.40210554722202
0.42500000000000004,0.4019225243132669,0.40231000810126405
0.42600000000000005,0.40180506629122237,0.40219080207161306
0.42700000000000005,0.401717619081849,0.4021600436794001
0.42800000000000005,0.40187078091313966,0.4022988501429041
0.42900000000000005,0.401523784859815,0.40187747834634335
0.43,0.40144734715135993,0.4017641770674179
0.431,0.4010770992353505,0.40133246086784374
0.432,0.4014256159657773,0.40173358682068966
0.433,0.40159112397774105,0.4019934980476642
0.434,0.4012827433514638,0.4015846110435799
0.435,0.4013029564777414,0.4016094452520484
0.436,0.4011192337406026,0.4014248070135979
0.437,0.40089307795132684,0.4012259006826877
0.438,0.4009382919402903,0.40125584021199356
0.439,0.4008411435048969,0.4011670575781687
0.44,0.40079324822147894,0.4012059565251064
0.441,0.4010175881343908,0.4015264548816805
0.442,0.4009084270984008,0.40134674444189705
0.443,0.40086870299907557,0.40133683989841346
0.444,0.40083892793851017,0.4013279822327509
0.445,0.4011299370071558,0.4016356779781119
0.446,0.4011058092658536,0.4016627099624747
0.447,0.4011065341112904,0.40169390446828784
0.448,0.40108364828990845,0.4016809204028745
0.449,0.4009187965155456,0.4015480369349955
0.45,0.40105904341220755,0.4016869763801231
0.451,0.40093778311890793,0.40155541880506174
0.452,0.4009426504977526,0.40144848282240087
0.453,0.4009454016380567,0.40153737335056316
0.454,0.40127653542929176,0.4021813386544843
0.455,0.40163075724149777,0.4027884025366892
0.456,0.40173407406774125,0.40298849930926145
0.457,0.40177912174381214,0.4032271658389576
0.458,0.4019259678233367,0.403978511964511
0.459,0.4020271242160294,0.4033911907010335
0.46,0.40190496058686803,0.40308966248365274
0.461,0.401517954139488,0.4024638084539155
0.462,0.4018200380035032,0.40290762936311675
0.463,0.40212074201681236,0.4035066045684822
0.464,0.4022621947424504,0.4040084794716591
0.465,0.40248329091317236,0.4043774457250491
0.466,0.4020853947076818,0.4038627586578314
0.467,0.40154583336140953,0.4027988680292138
0.468,0.40123589800766474,0.40219524170280785
0.46900000000000003,0.40096999201753214,0.40178097619056546
0.47000000000000003,0.4010200797061076,0.40191529382861824
0.47100000000000003,0.40144612097385757,0.4026291035646784
0.47200000000000003,0.4013234252110721,0.40286355553074193
0.47300000000000003,0.40120556017436815,0.40268618941901685
0.47400000000000003,0.4011506722363828,0.40287339775012665
0.47500000000000003,0.401459018590186,0.40287234659252524
0.47600000000000003,0.40121581017189306,0.4028029959576389
0.47700000000000004,0.40110054522795624,0.4029209530847032
0.47800000000000004,0.40090002017618165,0.403065015399125
0.47900000000000004,0.400787406240415,0.40259551063578425
0.48000000000000004,0.4006213119285638,0.40218712328694045
0.48100000000000004,0.40068643157965467,0.4021589560340285
0.48200000000000004,0.40066483370424155,0.40198090764241223
0.48300000000000004,0.4007713361925423,0.40237340386470055
0.48400000000000004,0.40099204743809214,0.40286702229804383
0.48500000000000004,0.4009949314555684,0.403381419208956
0.48600000000000004,0.4010608840340219,0.40409985409521276
0.48700000000000004,0.40129197373083103,0.4043752221268867
0.48800000000000004,0.40118048020437913,0.40459598671737035
0.48900000000000005,0.4008591171702426,0.40500340260276735
0.49000000000000005,0.40063070109915166,0.4046626975908943
0.49100000000000005,0.40057101585500715,0.4048581703095088
0.49200000000000005,0.4004333170899269,0.4046108512987477
0.49300000000000005,0.4003649846317832,0.40418918066162923
0.49400000000000005,0.40045505401845166,0.4042992726913027
0.49500000000000005,0.4005180917353782,0.4045154493863798
0.496,0.40045707072223624,0.40387785648770247
0.497,0.40037406150517424,0.4042773655542449
0.498,0.4003109247155502,0.40310801474057617
0.499,0.4003183341901463,0.40261039913116015
0.5,0.40029584897533005,0.4031142140310302
0.501,0.40047859132027586,0.40227304301385647
0.502,0.4004578902738668,0.40200323308834907
0.503,0.40049597741440496,0.40212203037702104
0.504,0.40051563179544186,0.4018644718850489
0.505,0.4004833583350547,0.4017014049094466
0.506,0.40043417830047023,0.4017337207021449
0.507,0.4005222582127607,0.40194560156717013
0.508,0.4004142488252597,0.40218626568251636
0.509,0.40038599616854736,0.40315914700007127
0.51,0.40035486973042395,0.4034446017672761
0.511,0.4003220476361302,0.40478004917741633
0.512,0.400312895692801,0.4048587311628671
0.513,0.4003401032054511,0.4044180458278797
0.514,0.4002922613773098,0.4054712666976677
0.515,0.40025257689417365,0.40363079294185444
0.516,0.40028417870713184,0.4040456635355235
0.517,0.40033839649358693,0.4034561205891486
0.518,0.4003039757951801,0.4051305331000107
0.519,0.40028217176670317,0.4048142627711505
0.52,0.40026918683065515,0.4056799507789998
0.521,0.4002805988489504,0.40649203357546143
0.522,0.4002811659289723,0.4055941374853126
0.523,0.40017897279522713,0.40309849284410076
0.524,0.40015326173557353,0.40280351893780486
0.525,0.4001437884985662,0.40310693912963214
0.526,0.40009411290491803,0.40282670581997315
0.527,0.4000904105893772,0.4041693589279462
0.528,0.4000821680500134,0.4034034912442168
0.529,0.40008207709837373,0.40258308805084636
0.53,0.400093140293162,0.4027200017547825
0.531,0.40012036085680946,0.4032413893956024
0.532,0.4000935057171759,0.4021611160558226
0.533,0.4001135544101683,0.40192694474564483
0.534,0.40014443142501044,0.4016206294569035
0.535,0.4001480125952065,0.4013725943069216
0.536,0.4001681276642365,0.40108202626227374
0.537,0.4002054192358825,0.4014149759562936
0.538,0.4001961350254638,0.40145373170176635
0.539,0.4002023579416269,0.40174162003078007
0.54,0.4001497311437515,0.4012690650594267
0.541,0.4001085670002821,0.401561314883334
0.542,0.40013865721313036,0.40197348449840664
0.543,0.40009873531121637,0.40183592151308556
0.544,0.40007743276653934,0.40146112269893414
0.545,0.40004298986475384,0.4020581009208549
0.546,0.40002582403799425,0.4016439917001877
0.547,0.4000525510277645,0.40177575427809237
0.548,0.40003748549185064,0.40159637648688873
0.549,0.4000358531796128,0.40112636209998653
0.55,0.40002627496185594,0.4012289573239681
0.551,0.40002523189163675,0.4013168503193441
0.552,0.4000129238068232,0.4014729991909996
0.553,0.40002994948371506,0.40127034396306616
0.554,0.40002999184123667,0.4015213017773477
0.555,0.4000680320537304,0.4016036820380986
0.556,0.4000729035254443,0.40165625912520503
0.557,0.40006289269660156,0.40121298310073616
0.558,0.4000792124532741,0.4012388910231648
0.559,0.40008445099503714,0.4010342992507915
0.56,0.40009878198742044,0.40087407587188223
0.561,0.4001089362015824,0.40078452116531615
0.562,0.4001038537090847,0.4007192795679706
0.5630000000000001,0.4000898048858862,0.40061474433201993
0.5640000000000001,0.4001196964910926,0.40054238261153763
0.5650000000000001,0.40011795921943777,0.40037170019677654
0.5660000000000001,0.40011342421522766,0.40031111943635256
0.5670000000000001,0.4001644695354124,0.40037705969917586
0.5680000000000001,0.4001594403380476,0.4004168232577848
0.5690000000000001,0.40016569305916294,0.4003966727821727
0.5700000000000001,0.4001617131805477,0.4003661908972479
0.5710000000000001,0.400147867140067,0.4003697137434322
0.5720000000000001,0.40012718285273774,0.4003100571231034
0.5730000000000001,0.40016209098705835,0.40031311472241804
0.5740000000000001,0.40015651126086027,0.4002910841766293
0.5750000000000001,0.40015496615414736,0.40029321401074575
0.5760000000000001,0.4001468371459661,0.4002633852778129
0.5770000000000001,0.40020270641886385,0.400324024504484
0.5780000000000001,0.4001848908043361,0.4003088638184872
0.5790000000000001,0.4001712330450736,0.4002785055649216
0.5800000000000001,0.4002131351473762,0.4003276374918633
0.5810000000000001,0.4001806473299088,0.40027205788952386
0.5820000000000001,0.4002501396888907,0.40038486913767757
0.5830000000000001,0.4002942144059672,0.40041278428543636
0.5840000000000001,0.4002826212202165,0.40039260776276386
0.5850000000000001,0.4002976605378805,0.4004020370859595
0.5860000000000001,0.40038513105565643,0.40051173415359187
0.5870000000000001,0.4004468194964915,0.40059084467081635
0.5880000000000001,0.40035574610259994,0.4004676969880888
0.5890000000000001,0.40033131753322343,0.4004384275559736
0.5900000000000001,0.4003899184069688,0.4005156859128677
0.5910000000000001,0.4004318660978667,0.400572562444751
0.5920000000000001,0.4003995233327934,0.4005241499206614
